Comparison of mean adc for PMT 7 before and after resistors.
             (1709)
Pixel        Mean      Sigma       Mean       Sigma
2	     374.3     89.6
3	     438.9     92.2
4	     555.2     138.9
5	     502.7     102.2
6	     695.6     159.7
7	     615.6     130.9
8	     561.4     124.6
9	     745.6     161.2
10	     426.9     85.7
11	     506.3     123.1
12	     454.8     93.1
14	     540.2     163.9
15	     269.9     63.1
16	     3509.6    951.4
