Comparison of mean adc for PMT 8 before and after resistors.
             (1714)
Pixel        Mean      Sigma       Mean       Sigma
2	     448.1     213.7
3	     536.8     113.7
5	     505.3     154.4
6	     641.3     182.0
7	     637.5     192.9
8	     506.6     114.7
9	     520.4     148.9
10	     653.9     189.3
11	     592.2     129.6
12	     519.6     157.8
13	     1468.7    420.4
14	     388.4     99.5
15	     375.4     135.7
16	     3116.9    789.0
