Comparison of mean adc for PMT 5 before and after resistors.
             (1719)
Pixel        Mean      Sigma		Mean       Sigma
1	     693.8     191.6
2	     1324.5    341.8
3	     769.1     304.5
4	     2462.8    470.3
5	     628.9     143.7
7	     843.2     200.1
8	     817.1     189.7
9	     642.4     139.3
10	     735.7     156.2
11	     635.9     120.4
12	     586.3     109.2
14	     5404.3    1148.2
15	     687.2     181.8
16	     571.4     120.2
