Comparison of mean adc for PMT 2 before and after resistors.
             (1709)
Pixel        Mean      Sigma       Mean       Sigma
1	     369       77.3
2	     538       181.3
3	     565       163.2
4	     501       173.7
5	     1237      287.5
6	     688       198.8
8	     853       177.3
9	     813       141.9
10	     869       216.7
12	     811       162.6
13	     751       192.2
14	     605       147.1
15	     637       191.4
16	     585       158.4
